1.00000000e-04,1.29350424e-01,1.00000000e+00,1.27428792e-02,7.37393614e+19,-4.99742700e+07,3.13747326e+00,8.50494681e+02,5.76111531e-12,1.99989034e-03,1.47067973e-10,1.24749539e-09,3.48908183e-03,2.51815858e-01,7.94394085e-06,3.20997709e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.00000000e-04,1.21618748e-01,2.00000000e+00,8.77920297e-04,1.37405663e+19,-4.99669648e+07,3.15884902e+00,8.50508276e+02,5.76179173e-12,1.99977522e-03,1.48772411e-10,1.24996497e-09,3.49012253e-03,2.51815245e-01,7.34607415e-06,3.21283192e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.00000000e-04,1.23368025e-01,1.00000000e+00,7.59627960e-02,2.45428047e+19,-4.99623751e+07,3.17150054e+00,8.50521287e+02,5.76310512e-12,1.99966010e-03,1.49723686e-10,1.25147705e-09,3.49116415e-03,2.51814497e-01,7.02900709e-06,3.21422396e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.00000000e-04,6.21828794e-01,0.00000000e+00,1.00000000e+00,2.31449583e+20,-4.99591804e+07,3.17910060e+00,8.50533999e+02,5.76473794e-12,1.99954496e-03,1.50277875e-10,1.25249613e-09,3.49220642e-03,2.51813678e-01,6.85616573e-06,3.21486425e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.00000000e-04,1.24311447e-01,1.00000000e+00,1.00992914e-02,4.69598597e+19,-4.99567338e+07,3.18379069e+00,8.50546553e+02,5.76654004e-12,1.99942978e-03,1.50616035e-10,1.25325054e-09,3.49324920e-03,2.51812822e-01,6.76065785e-06,3.21510130e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.00000000e-04,1.25204563e-01,1.00000000e+00,9.97947506e-03,1.87546490e+20,-4.99546977e+07,3.18681474e+00,8.50559022e+02,5.76843478e-12,1.99931458e-03,1.50834607e-10,1.25385959e-09,3.49429241e-03,2.51811946e-01,6.70761154e-06,3.21511688e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.00000000e-04,1.23925209e-01,0.00000000e+00,1.00000000e+00,1.31667333e+19,-4.99528898e+07,3.18888929e+00,8.50571445e+02,5.77038126e-12,1.99919934e-03,1.50986339e-10,1.25438782e-09,3.49533601e-03,2.51811058e-01,6.67818977e-06,3.21500919e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.00000000e-04,1.24809265e-01,0.00000000e+00,1.00000000e+00,2.06328433e+19,-4.99512098e+07,3.19042434e+00,8.50583844e+02,5.77235717e-12,1.99908406e-03,1.51100517e-10,1.25487084e-09,3.49637997e-03,2.51810163e-01,6.66200954e-06,3.21483237e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.00000000e-04,1.22303724e-01,1.00000000e+00,7.50504678e-02,1.35645900e+20,-4.99496014e+07,3.19165346e+00,8.50596232e+02,5.77435019e-12,1.99896875e-03,1.51193542e-10,1.25532851e-09,3.49742427e-03,2.51809264e-01,6.65328185e-06,3.21461661e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e-03,1.34723186e-01,0.00000000e+00,1.00000000e+00,3.23193641e+19,-4.99480333e+07,3.19270938e+00,8.50608615e+02,5.77635331e-12,1.99885340e-03,1.51274640e-10,1.25577199e-09,3.49846892e-03,2.51808363e-01,6.64875823e-06,3.21437885e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
